fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240513 024501	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1412	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0208158620068947	0.500060372566163	1118	101	11520	62789145.4272864	52
20240513 025856	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	943	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0216349140063361	0.500325952052753	1131	100	12399	62248697.1514243	53
20240513 031707	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1412	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0208158620068947	0.500060372566163	1118	101	11520	62789145.4272864	54
20240513 032108	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	242	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.37596308736343	0.506897171276857	548	570	10565	55686289.3553223	55
20240513 032912	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	420	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.099295455808643	0.893822955159092	1411	1749	12729	60657737.6311844	56
20240513 034141	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	434	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0363843784964342	0.789366014417943	1716	663	11335	62317638.6806597	57
20240513 034739	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	124	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.157133171113958	0.741582032942181	1918	1114	12502	59880866.5667166	58
20240513 035117	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	151	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.168363649199633	0.520927689812835	731	1937	13979	58622940.029985	59
20240513 035903	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	546	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.356674990888703	0.670574423062028	1258	1119	10937	58500544.2278861	60
20240513 040448	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	189	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.330937233536519	0.693660499782251	1949	766	11968	56167904.047976	61
